txn_id,post_date,account_id,applicant_id,slip_id,basin,rate_class,txn_type,length_ft_billed,months_billed,foot_months,rate_per_foot_month,amount,tax_amount,total_amount,payment_status,due_date,paid_date,notes
TXN-202508-012926,2025-08-01,AC-LP-1011,WL-02925,LP-1011,Ledgport,NON_COMM_MONTHLY,MONTHLY_MOORAGE,41,1,41,10.4,426.4,54.75,481.15,PAID,2025-08-15,2025-08-18,
TXN-202508-012974,2025-08-01,AC-LP-1012,WL-02088,LP-1012,Ledgport,NON_COMM_MONTHLY,MONTHLY_MOORAGE,29,1,29,10.4,301.6,38.73,340.33,PAID,2025-08-15,2025-08-08,
TXN-202508-013024,2025-08-01,AC-LP-1013,WL-01242,LP-1013,Ledgport,NON_COMM_MONTHLY,MONTHLY_MOORAGE,28,1,28,10.4,291.2,37.39,328.59,PAID,2025-08-15,2025-08-12,
TXN-202508-013080,2025-08-01,AC-LP-1014,WL-02535,LP-1014,Ledgport,NON_COMM_MONTHLY,MONTHLY_MOORAGE,24,1,24,10.4,249.6,32.05,281.65,PAID,2025-08-15,2025-08-13,
TXN-202508-013081,2025-08-01,AC-LP-1014,WL-02535,LP-1014,Ledgport,NON_COMM_MONTHLY,ELECTRICITY,,,,,27.32,3.51,30.83,PAID,2025-08-15,2025-08-13,metered
TXN-202508-013144,2025-08-01,AC-LP-1016,WL-03089,LP-1016,Ledgport,NON_COMM_MONTHLY,MONTHLY_MOORAGE,28,1,28,10.4,291.2,37.39,328.59,PAID,2025-08-15,2025-08-26,
TXN-202508-013193,2025-08-01,AC-LP-1017,WL-01838,LP-1017,Ledgport,NON_COMM_MONTHLY,MONTHLY_MOORAGE,56,1,56,10.4,582.4,74.78,657.18,LATE,2025-08-15,,
TXN-202508-013238,2025-08-01,AC-LP-1018,WL-01243,LP-1018,Ledgport,NON_COMM_MONTHLY,MONTHLY_MOORAGE,54,1,54,10.4,561.6,72.11,633.71,LATE,2025-08-15,,
TXN-202508-013301,2025-08-01,AC-LP-1020,WL-01990,LP-1020,Ledgport,NON_COMM_MONTHLY,MONTHLY_MOORAGE,32,1,32,10.4,332.8,42.73,375.53,PAID,2025-08-15,2025-08-11,
TXN-202508-013383,2025-08-01,AC-LP-1021,WL-02827,LP-1021,Ledgport,NON_COMM_MONTHLY,MONTHLY_MOORAGE,37,1,37,10.4,384.8,49.41,434.21,OPEN,2025-08-15,,
TXN-202508-013435,2025-08-01,AC-LP-1022,WL-01807,LP-1022,Ledgport,NON_COMM_MONTHLY,MONTHLY_MOORAGE,29,1,29,10.4,301.6,38.73,340.33,PAID,2025-08-15,2025-08-13,
TXN-202508-013436,2025-08-01,AC-LP-1022,WL-01807,LP-1022,Ledgport,NON_COMM_MONTHLY,ELECTRICITY,,,,,33.44,4.29,37.73,PAID,2025-08-15,2025-08-13,metered
TXN-202508-013485,2025-08-01,AC-LP-1023,WL-01364,LP-1023,Ledgport,NON_COMM_MONTHLY,MONTHLY_MOORAGE,24,1,24,10.4,249.6,32.05,281.65,PAID,2025-08-15,2025-08-26,
TXN-202508-013532,2025-08-01,AC-LP-1024,WL-01028,LP-1024,Ledgport,NON_COMM_MONTHLY,MONTHLY_MOORAGE,54,1,54,10.4,561.6,72.11,633.71,PAID,2025-08-15,2025-08-24,
TXN-202508-013570,2025-08-01,AC-LP-1102,WL-03792,LP-1102,Ledgport,NON_COMM_MONTHLY,MONTHLY_MOORAGE,55,1,55,10.4,572.0,73.44,645.44,PAID,2025-08-15,2025-08-03,
TXN-202508-013571,2025-08-01,AC-LP-1102,WL-03792,LP-1102,Ledgport,NON_COMM_MONTHLY,ELECTRICITY,,,,,30.28,3.89,34.17,PAID,2025-08-15,2025-08-03,metered
TXN-202508-013636,2025-08-01,AC-LP-1103,WL-03118,LP-1103,Ledgport,NON_COMM_MONTHLY,MONTHLY_MOORAGE,32,1,32,10.4,332.8,42.73,375.53,PAID,2025-08-15,2025-08-25,
TXN-202508-013637,2025-08-01,AC-LP-1103,WL-03118,LP-1103,Ledgport,NON_COMM_MONTHLY,ELECTRICITY,,,,,116.35,14.94,131.29,PAID,2025-08-15,2025-08-25,metered
TXN-202508-013700,2025-08-01,AC-LP-1104,WL-03003,LP-1104,Ledgport,NON_COMM_MONTHLY,MONTHLY_MOORAGE,54,1,54,10.4,561.6,72.11,633.71,PAID,2025-08-15,2025-08-11,
TXN-202508-013744,2025-08-01,AC-LP-1105,WL-02015,LP-1105,Ledgport,NON_COMM_MONTHLY,MONTHLY_MOORAGE,49,1,49,10.4,509.6,65.43,575.03,PAID,2025-08-15,2025-08-09,
TXN-202508-013745,2025-08-01,AC-LP-1105,WL-02015,LP-1105,Ledgport,NON_COMM_MONTHLY,ELECTRICITY,,,,,50.33,6.46,56.79,PAID,2025-08-15,2025-08-09,metered
TXN-202508-013791,2025-08-01,AC-LP-1106,WL-01668,LP-1106,Ledgport,NON_COMM_MONTHLY,MONTHLY_MOORAGE,24,1,24,10.4,249.6,32.05,281.65,PAID,2025-08-15,2025-08-06,
TXN-202508-013792,2025-08-01,AC-LP-1106,WL-01668,LP-1106,Ledgport,NON_COMM_MONTHLY,ELECTRICITY,,,,,128.51,16.5,145.01,PAID,2025-08-15,2025-08-06,metered
TXN-202508-013854,2025-08-01,AC-LP-1107,WL-03768,LP-1107,Ledgport,NON_COMM_MONTHLY,MONTHLY_MOORAGE,48,1,48,10.4,499.2,64.1,563.3,PAID,2025-08-15,2025-08-09,
TXN-202508-013855,2025-08-01,AC-LP-1107,WL-03768,LP-1107,Ledgport,NON_COMM_MONTHLY,ELECTRICITY,,,,,118.78,15.25,134.03,PAID,2025-08-15,2025-08-09,metered
TXN-202508-013919,2025-08-01,AC-LP-1108,WL-02575,LP-1108,Ledgport,NON_COMM_MONTHLY,MONTHLY_MOORAGE,32,1,32,10.4,332.8,42.73,375.53,PAID,2025-08-15,2025-08-13,
TXN-202508-013998,2025-08-01,AC-LP-1109,WL-02691,LP-1109,Ledgport,NON_COMM_MONTHLY,MONTHLY_MOORAGE,30,1,30,10.4,312.0,40.06,352.06,PAID,2025-08-15,2025-08-08,
TXN-202508-014061,2025-08-01,AC-LP-1110,WL-01093,LP-1110,Ledgport,NON_COMM_MONTHLY,MONTHLY_MOORAGE,35,1,35,10.4,364.0,46.74,410.74,PAID,2025-08-15,2025-08-09,
TXN-202508-014062,2025-08-01,AC-LP-1110,WL-01093,LP-1110,Ledgport,NON_COMM_MONTHLY,ELECTRICITY,,,,,128.46,16.49,144.95,PAID,2025-08-15,2025-08-09,metered
TXN-202508-014121,2025-08-01,AC-LP-1111,WL-02766,LP-1111,Ledgport,NON_COMM_MONTHLY,MONTHLY_MOORAGE,55,1,55,10.4,572.0,73.44,645.44,PAID,2025-08-15,2025-08-17,
TXN-202508-014188,2025-08-01,AC-LP-1112,WL-03706,LP-1112,Ledgport,NON_COMM_MONTHLY,MONTHLY_MOORAGE,40,1,40,10.4,416.0,53.41,469.41,PAID,2025-08-15,2025-08-27,
TXN-202508-014189,2025-08-01,AC-LP-1112,WL-03706,LP-1112,Ledgport,NON_COMM_MONTHLY,ELECTRICITY,,,,,89.18,11.45,100.63,PAID,2025-08-15,2025-08-27,metered
TXN-202508-014256,2025-08-01,AC-LP-1113,WL-02029,LP-1113,Ledgport,NON_COMM_MONTHLY,MONTHLY_MOORAGE,24,1,24,10.4,249.6,32.05,281.65,PAID,2025-08-15,2025-08-06,
TXN-202508-014257,2025-08-01,AC-LP-1113,WL-02029,LP-1113,Ledgport,NON_COMM_MONTHLY,ELECTRICITY,,,,,96.36,12.37,108.73,PAID,2025-08-15,2025-08-06,metered
TXN-202508-014309,2025-08-01,AC-LP-1114,WL-01680,LP-1114,Ledgport,NON_COMM_MONTHLY,MONTHLY_MOORAGE,32,1,32,10.4,332.8,42.73,375.53,PAID,2025-08-15,2025-08-25,
TXN-202508-014310,2025-08-01,AC-LP-1114,WL-01680,LP-1114,Ledgport,NON_COMM_MONTHLY,ELECTRICITY,,,,,36.55,4.69,41.24,PAID,2025-08-15,2025-08-25,metered
TXN-202508-014367,2025-08-01,AC-LP-1115,WL-02792,LP-1115,Ledgport,NON_COMM_MONTHLY,MONTHLY_MOORAGE,59,1,59,10.4,613.6,78.79,692.39,PAID,2025-08-15,2025-08-27,
TXN-202508-014409,2025-08-01,AC-LP-1116,WL-03453,LP-1116,Ledgport,NON_COMM_MONTHLY,MONTHLY_MOORAGE,37,1,37,10.4,384.8,49.41,434.21,PAID,2025-08-15,2025-08-16,
TXN-202508-014410,2025-08-01,AC-LP-1116,WL-03453,LP-1116,Ledgport,NON_COMM_MONTHLY,ELECTRICITY,,,,,105.73,13.58,119.31,PAID,2025-08-15,2025-08-16,metered
TXN-202508-014461,2025-08-01,AC-LP-1117,WL-01944,LP-1117,Ledgport,NON_COMM_MONTHLY,MONTHLY_MOORAGE,62,1,62,10.4,644.8,82.79,727.59,PAID,2025-08-15,2025-08-16,
TXN-202508-014462,2025-08-01,AC-LP-1117,WL-01944,LP-1117,Ledgport,NON_COMM_MONTHLY,ELECTRICITY,,,,,21.71,2.79,24.5,PAID,2025-08-15,2025-08-16,metered
TXN-202508-014517,2025-08-01,AC-LP-1118,WL-02489,LP-1118,Ledgport,NON_COMM_MONTHLY,MONTHLY_MOORAGE,60,1,60,10.4,624.0,80.12,704.12,PAID,2025-08-15,2025-08-16,
TXN-202508-014575,2025-08-01,AC-LP-1119,WL-03252,LP-1119,Ledgport,NON_COMM_MONTHLY,MONTHLY_MOORAGE,42,1,42,10.4,436.8,56.09,492.89,PAID,2025-08-15,2025-08-18,
TXN-202508-014576,2025-08-01,AC-LP-1119,WL-03252,LP-1119,Ledgport,NON_COMM_MONTHLY,ELECTRICITY,,,,,113.19,14.53,127.72,PAID,2025-08-15,2025-08-18,metered
TXN-202508-014619,2025-08-01,AC-LP-1120,WL-01021,LP-1120,Ledgport,NON_COMM_MONTHLY,MONTHLY_MOORAGE,32,1,32,10.4,332.8,42.73,375.53,PAID,2025-08-15,2025-08-18,
TXN-202508-014658,2025-08-01,AC-VB-0101,WL-03423,VB-0101,Vessbank,NON_COMM_MONTHLY,MONTHLY_MOORAGE,61,1,61,10.4,634.4,81.46,715.86,PAID,2025-08-15,2025-08-13,
TXN-202508-014712,2025-08-01,AC-VB-0102,WL-03356,VB-0102,Vessbank,NON_COMM_MONTHLY,MONTHLY_MOORAGE,34,1,34,10.4,353.6,45.4,399.0,PAID,2025-08-15,2025-08-03,
TXN-202508-014767,2025-08-01,AC-VB-0103,WL-03152,VB-0103,Vessbank,NON_COMM_MONTHLY,MONTHLY_MOORAGE,39,1,39,10.4,405.6,52.08,457.68,PAID,2025-08-15,2025-08-22,
TXN-202508-014768,2025-08-01,AC-VB-0103,WL-03152,VB-0103,Vessbank,NON_COMM_MONTHLY,ELECTRICITY,,,,,72.28,9.28,81.56,PAID,2025-08-15,2025-08-22,metered
TXN-202508-014853,2025-08-01,AC-VB-0105,WL-03843,VB-0105,Vessbank,NON_COMM_MONTHLY,MONTHLY_MOORAGE,54,1,54,10.4,561.6,72.11,633.71,PAID,2025-08-15,2025-08-11,
TXN-202508-014931,2025-08-01,AC-VB-0106,WL-01252,VB-0106,Vessbank,NON_COMM_MONTHLY,MONTHLY_MOORAGE,49,1,49,10.4,509.6,65.43,575.03,PAID,2025-08-15,2025-08-11,
TXN-202508-014982,2025-08-01,AC-VB-0107,WL-02845,VB-0107,Vessbank,NON_COMM_MONTHLY,MONTHLY_MOORAGE,36,1,36,10.4,374.4,48.07,422.47,PAID,2025-08-15,2025-08-24,
TXN-202508-015063,2025-08-01,AC-VB-0108,WL-03877,VB-0108,Vessbank,NON_COMM_MONTHLY,MONTHLY_MOORAGE,32,1,32,10.4,332.8,42.73,375.53,PAID,2025-08-15,2025-08-06,
TXN-202508-015064,2025-08-01,AC-VB-0108,WL-03877,VB-0108,Vessbank,NON_COMM_MONTHLY,ELECTRICITY,,,,,100.17,12.86,113.03,PAID,2025-08-15,2025-08-06,metered
TXN-202508-015117,2025-08-01,AC-VB-0109,WL-02551,VB-0109,Vessbank,NON_COMM_MONTHLY,MONTHLY_MOORAGE,31,1,31,10.4,322.4,41.4,363.8,PAID,2025-08-15,2025-08-27,
TXN-202508-015162,2025-08-01,AC-VB-0110,WL-01895,VB-0110,Vessbank,NON_COMM_MONTHLY,MONTHLY_MOORAGE,52,1,52,10.4,540.8,69.44,610.24,PAID,2025-08-15,2025-08-26,
TXN-202508-015163,2025-08-01,AC-VB-0110,WL-01895,VB-0110,Vessbank,NON_COMM_MONTHLY,ELECTRICITY,,,,,55.6,7.14,62.74,PAID,2025-08-15,2025-08-26,metered
TXN-202508-015234,2025-08-01,AC-VB-0111,WL-03639,VB-0111,Vessbank,NON_COMM_MONTHLY,MONTHLY_MOORAGE,39,1,39,10.4,405.6,52.08,457.68,PAID,2025-08-15,2025-08-10,
TXN-202508-015304,2025-08-01,AC-VB-0112,WL-01196,VB-0112,Vessbank,NON_COMM_MONTHLY,MONTHLY_MOORAGE,53,1,53,10.4,551.2,70.77,621.97,PAID,2025-08-15,2025-08-13,
TXN-202508-015349,2025-08-01,AC-VB-0113,WL-01600,VB-0113,Vessbank,NON_COMM_MONTHLY,MONTHLY_MOORAGE,28,1,28,10.4,291.2,37.39,328.59,PAID,2025-08-15,2025-08-22,
TXN-202508-015410,2025-08-01,AC-VB-0114,WL-02156,VB-0114,Vessbank,NON_COMM_MONTHLY,MONTHLY_MOORAGE,41,1,41,10.4,426.4,54.75,481.15,PAID,2025-08-15,2025-08-09,
TXN-202508-015411,2025-08-01,AC-VB-0114,WL-02156,VB-0114,Vessbank,NON_COMM_MONTHLY,ELECTRICITY,,,,,44.56,5.72,50.28,PAID,2025-08-15,2025-08-09,metered
TXN-202508-015482,2025-08-01,AC-VB-0115,WL-03848,VB-0115,Vessbank,NON_COMM_MONTHLY,MONTHLY_MOORAGE,32,1,32,10.4,332.8,42.73,375.53,PAID,2025-08-15,2025-08-14,
TXN-202508-015483,2025-08-01,AC-VB-0115,WL-03848,VB-0115,Vessbank,NON_COMM_MONTHLY,ELECTRICITY,,,,,103.92,13.34,117.26,PAID,2025-08-15,2025-08-14,metered
TXN-202508-015564,2025-08-01,AC-VB-0116,WL-03426,VB-0116,Vessbank,NON_COMM_MONTHLY,MONTHLY_MOORAGE,55,1,55,10.4,572.0,73.44,645.44,PAID,2025-08-15,2025-08-09,
TXN-202508-015565,2025-08-01,AC-VB-0116,WL-03426,VB-0116,Vessbank,NON_COMM_MONTHLY,ELECTRICITY,,,,,27.15,3.49,30.64,PAID,2025-08-15,2025-08-09,metered
TXN-202508-015641,2025-08-01,AC-VB-0117,WL-01706,VB-0117,Vessbank,NON_COMM_MONTHLY,MONTHLY_MOORAGE,54,1,54,10.4,561.6,72.11,633.71,PAID,2025-08-15,2025-08-20,
TXN-202508-015701,2025-08-01,AC-VB-0118,WL-01297,VB-0118,Vessbank,NON_COMM_MONTHLY,MONTHLY_MOORAGE,44,1,44,10.4,457.6,58.76,516.36,PAID,2025-08-15,2025-08-24,
TXN-202508-015752,2025-08-01,AC-VB-0119,WL-01640,VB-0119,Vessbank,NON_COMM_MONTHLY,MONTHLY_MOORAGE,62,1,62,10.4,644.8,82.79,727.59,PAID,2025-08-15,2025-08-09,
TXN-202508-015831,2025-08-01,AC-VB-0120,WL-02030,VB-0120,Vessbank,NON_COMM_MONTHLY,MONTHLY_MOORAGE,48,1,48,10.4,499.2,64.1,563.3,PAID,2025-08-15,2025-08-06,
TXN-202508-015873,2025-08-01,AC-VB-0121,WL-02857,VB-0121,Vessbank,NON_COMM_MONTHLY,MONTHLY_MOORAGE,57,1,57,10.4,592.8,76.12,668.92,PAID,2025-08-15,2025-08-22,
TXN-202508-015874,2025-08-01,AC-VB-0121,WL-02857,VB-0121,Vessbank,NON_COMM_MONTHLY,ELECTRICITY,,,,,108.41,13.92,122.33,PAID,2025-08-15,2025-08-22,metered
TXN-202508-015944,2025-08-01,AC-VB-0122,WL-01705,VB-0122,Vessbank,NON_COMM_MONTHLY,MONTHLY_MOORAGE,40,1,40,10.4,416.0,53.41,469.41,PAID,2025-08-15,2025-08-05,
TXN-202508-015945,2025-08-01,AC-VB-0122,WL-01705,VB-0122,Vessbank,NON_COMM_MONTHLY,ELECTRICITY,,,,,26.55,3.41,29.96,PAID,2025-08-15,2025-08-05,metered
TXN-202508-015991,2025-08-01,AC-VB-0123,WL-03171,VB-0123,Vessbank,NON_COMM_MONTHLY,MONTHLY_MOORAGE,59,1,59,10.4,613.6,78.79,692.39,PAID,2025-08-15,2025-08-14,
TXN-202508-016033,2025-08-01,AC-VB-0124,WL-03145,VB-0124,Vessbank,NON_COMM_MONTHLY,MONTHLY_MOORAGE,47,1,47,10.4,488.8,62.76,551.56,PAID,2025-08-15,2025-08-12,
TXN-202508-016094,2025-08-01,AC-VB-0201,WL-01629,VB-0201,Vessbank,NON_COMM_MONTHLY,MONTHLY_MOORAGE,43,1,43,10.4,447.2,57.42,504.62,PAID,2025-08-15,2025-08-17,
TXN-202508-016156,2025-08-01,AC-VB-0202,WL-02677,VB-0202,Vessbank,NON_COMM_MONTHLY,MONTHLY_MOORAGE,40,1,40,10.4,416.0,53.41,469.41,PAID,2025-08-15,2025-08-18,
TXN-202508-016157,2025-08-01,AC-VB-0202,WL-02677,VB-0202,Vessbank,NON_COMM_MONTHLY,ELECTRICITY,,,,,87.17,11.19,98.36,PAID,2025-08-15,2025-08-18,metreed
TXN-202508-016202,2025-08-01,AC-VB-0203,WL-03705,VB-0203,Vessbank,NON_COMM_MONTHLY,MONTHLY_MOORAGE,36,1,36,10.4,374.4,48.07,422.47,PAID,2025-08-15,2025-08-08,
TXN-202508-016203,2025-08-01,AC-VB-0203,WL-03705,VB-0203,Vessbank,NON_COMM_MONTHLY,ELECTRICITY,,,,,73.01,9.37,82.38,PAID,2025-08-15,2025-08-08,metered
TXN-202508-016285,2025-08-01,AC-VB-0204,WL-03015,VB-0204,Vessbank,NON_COMM_MONTHLY,MONTHLY_MOORAGE,42,1,42,10.4,436.8,56.09,492.89,PAID,2025-08-15,2025-08-16,
TXN-202508-016286,2025-08-01,AC-VB-0204,WL-03015,VB-0204,Vessbank,NON_COMM_MONTHLY,ELECTRICITY,,,,,123.06,15.8,138.86,PAID,2025-08-15,2025-08-16,metered
TXN-202508-016342,2025-08-01,AC-VB-0205,WL-02622,VB-0205,Vessbank,NON_COMM_MONTHLY,MONTHLY_MOORAGE,35,1,35,10.4,364.0,46.74,410.74,PAID,2025-08-15,2025-08-05,
TXN-202508-016392,2025-08-01,AC-VB-0206,WL-01377,VB-0206,Vessbank,NON_COMM_MONTHLY,MONTHLY_MOORAGE,28,1,28,10.4,291.2,37.39,328.59,PAID,2025-08-15,2025-08-27,
TXN-202508-016393,2025-08-01,AC-VB-0206,WL-01377,VB-0206,Vessbank,NON_COMM_MONTHLY,ELECTRICITY,,,,,119.65,15.36,135.01,PAID,2025-08-15,2025-08-27,metered
TXN-202508-016445,2025-08-01,AC-VB-0207,WL-03580,VB-0207,Vessbank,NON_COMM_MONTHLY,MONTHLY_MOORAGE,50,1,50,10.4,520.0,66.77,586.77,PAID,2025-08-15,2025-08-08,
TXN-202508-016446,2025-08-01,AC-VB-0207,WL-03580,VB-0207,Vessbank,NON_COMM_MONTHLY,ELECTRICITY,,,,,92.99,11.94,104.93,PAID,2025-08-15,2025-08-08,metered
TXN-202508-016501,2025-08-01,AC-VB-0208,WL-03499,VB-0208,Vessbank,NON_COMM_MONTHLY,MONTHLY_MOORAGE,40,1,40,10.4,416.0,53.41,469.41,OPEN,2025-08-15,,
TXN-202508-016502,2025-08-01,AC-VB-0208,WL-03499,VB-0208,Vessbank,NON_COMM_MONTHLY,ELECTRICITY,,,,,108.42,13.92,122.34,OPEN,2025-08-15,,metered
TXN-202508-016553,2025-08-01,AC-VB-0209,WL-02734,VB-0209,Vessbank,NON_COMM_MONTHLY,MONTHLY_MOORAGE,39,1,39,10.4,405.6,52.08,457.68,PAID,2025-08-15,2025-08-17,
TXN-202508-016554,2025-08-01,AC-VB-0209,WL-02734,VB-0209,Vessbank,NON_COMM_MONTHLY,ELECTRICITY,,,,,105.26,13.52,118.78,PAID,2025-08-15,2025-08-17,metered
TXN-202508-016596,2025-08-01,AC-VB-0210,WL-02868,VB-0210,Vessbank,NON_COMM_MONTHLY,MONTHLY_MOORAGE,28,1,28,10.4,291.2,37.39,328.59,PAID,2025-08-15,2025-08-03,
TXN-202508-016664,2025-08-01,AC-VB-0211,WL-02206,VB-0211,Vessbank,NON_COMM_MONTHLY,MONTHLY_MOORAGE,40,1,40,10.4,416.0,53.41,469.41,PAID,2025-08-15,2025-08-11,
TXN-202508-016748,2025-08-01,AC-VB-0212,WL-02983,VB-0212,Vessbank,NON_COMM_MONTHLY,MONTHLY_MOORAGE,58,1,58,10.4,603.2,77.45,680.65,PAID,2025-08-15,2025-08-08,
TXN-202508-016803,2025-08-01,AC-VB-0213,WL-01002,VB-0213,Vessbank,NON_COMM_MONTHLY,MONTHLY_MOORAGE,39,1,39,10.4,405.6,52.08,457.68,PAID,2025-08-15,2025-08-08,
TXN-202508-016884,2025-08-01,AC-VB-0214,WL-01871,VB-0214,Vessbank,NON_COMM_MONTHLY,MONTHLY_MOORAGE,61,1,61,10.4,634.4,81.46,715.86,PAID,2025-08-15,2025-08-11,
TXN-202508-016969,2025-08-01,AC-VB-0215,WL-03364,VB-0215,Vessbank,NON_COMM_MONTHLY,MONTHLY_MOORAGE,28,1,28,10.4,291.2,37.39,328.59,PAID,2025-08-15,2025-08-22,
TXN-202508-017031,2025-08-01,AC-VB-0216,WL-02253,VB-0216,Vessbank,NON_COMM_MONTHLY,MONTHLY_MOORAGE,40,1,40,10.4,416.0,53.41,469.41,LATE,2025-08-15,,
TXN-202508-017032,2025-08-01,AC-VB-0216,WL-02253,VB-0216,Vessbank,NON_COMM_MONTHLY,ELECTRICITY,,,,,36.99,4.75,41.74,OPEN,2025-08-15,,metered
TXN-202508-017067,2025-08-01,AC-VB-0217,WL-03383,VB-0217,Vessbank,NON_COMM_MONTHLY,MONTHLY_MOORAGE,39,1,39,10.4,405.6,52.08,457.68,PAID,2025-08-15,2025-08-16,
TXN-202508-017112,2025-08-01,AC-VB-0218,WL-02534,VB-0218,Vessbank,NON_COMM_MONTHLY,MONTHLY_MOORAGE,27,1,27,10.4,280.8,36.05,316.85,PAID,2025-08-15,2025-08-19,
TXN-202508-017113,2025-08-01,AC-VB-0218,WL-02534,VB-0218,Vessbank,NON_COMM_MONTHLY,ELECTRICITY,,,,,68.18,8.75,76.93,PAID,2025-08-15,2025-08-19,metered
TXN-202508-017173,2025-08-01,AC-VB-0219,WL-02980,VB-0219,Vessbank,NON_COMM_MONTHLY,MONTHLY_MOORAGE,48,1,48,10.4,499.2,64.1,563.3,PAID,2025-08-15,2025-08-14,
TXN-202508-017221,2025-08-01,AC-VB-0220,WL-02537,VB-0220,Vessbank,NON_COMM_MONTHLY,MONTHLY_MOORAGE,28,1,28,10.4,291.2,37.39,328.59,PAID,2025-08-15,2025-08-13,
TXN-202508-017291,2025-08-01,AC-VB-0221,WL-01130,VB-0221,Vessbank,NON_COMM_MONTHLY,MONTHLY_MOORAGE,32,1,32,10.4,332.8,42.73,375.53,PAID,2025-08-15,2025-08-06,
TXN-202508-017348,2025-08-01,AC-VB-0222,WL-02331,VB-0222,Vessbank,NON_COMM_MONTHLY,MONTHLY_MOORAGE,62,1,62,10.4,644.8,82.79,727.59,PAID,2025-08-15,2025-08-03,
TXN-202508-017349,2025-08-01,AC-VB-0222,WL-02331,VB-0222,Vessbank,NON_COMM_MONTHLY,ELECTRICITY,,,,,54.01,6.93,60.94,PAID,2025-08-15,2025-08-03,metered
TXN-202508-017426,2025-08-01,AC-VB-0223,WL-02078,VB-0223,Vessbank,NON_COMM_MONTHLY,MONTHLY_MOORAGE,32,1,32,10.4,332.8,42.73,375.53,PAID,2025-08-15,2025-08-07,
TXN-202508-017427,2025-08-01,AC-VB-0223,WL-02078,VB-0223,Vessbank,NON_COMM_MONTHLY,ELECTRICITY,,,,,58.48,7.51,65.99,PAID,2025-08-15,2025-08-07,metered
TXN-202508-017469,2025-08-01,AC-VB-0224,WL-01263,VB-0224,Vessbank,NON_COMM_MONTHLY,MONTHLY_MOORAGE,28,1,28,10.4,291.2,37.39,328.59,PAID,2025-08-15,2025-08-09,
TXN-202508-017515,2025-08-01,AC-VB-0302,WL-01447,VB-0302,Vessbank,NON_COMM_MONTHLY,MONTHLY_MOORAGE,42,1,42,10.4,436.8,56.09,492.89,PAID,2025-08-15,2025-08-13,
TXN-202508-017516,2025-08-01,AC-VB-0302,WL-01447,VB-0302,Vessbank,NON_COMM_MONTHLY,ELECTRICITY,,,,,114.46,14.7,129.16,PAID,2025-08-15,2025-08-13,metered
TXN-202508-017568,2025-08-01,AC-VB-0303,WL-01339,VB-0303,Vessbank,NON_COMM_MONTHLY,MONTHLY_MOORAGE,32,1,32,10.4,332.8,42.73,375.53,PAID,2025-08-15,2025-08-13,
TXN-202508-017569,2025-08-01,AC-VB-0303,WL-01339,VB-0303,Vessbank,NON_COMM_MONTHLY,ELECTRICITY,,,,,48.14,6.18,54.32,PAID,2025-08-15,2025-08-13,metered
TXN-202508-017632,2025-08-01,AC-VB-0304,WL-01303,VB-0304,Vessbank,NON_COMM_MONTHLY,MONTHLY_MOORAGE,33,1,33,10.4,343.2,44.07,387.27,PAID,2025-08-15,2025-08-23,
TXN-202508-017686,2025-08-01,AC-VB-0305,WL-02130,VB-0305,Vessbank,NON_COMM_MONTHLY,MONTHLY_MOORAGE,46,1,46,10.4,478.4,61.43,539.83,PAID,2025-08-15,2025-08-10,
TXN-202508-017733,2025-08-01,AC-VB-0306,WL-03397,VB-0306,Vessbank,NON_COMM_MONTHLY,MONTHLY_MOORAGE,28,1,28,10.4,291.2,37.39,328.59,PAID,2025-08-15,2025-08-14,
TXN-202508-017734,2025-08-01,AC-VB-0306,WL-03397,VB-0306,Vessbank,NON_COMM_MONTHLY,ELECTRICITY,,,,,64.05,8.22,72.27,PAID,2025-08-15,2025-08-14,metered
TXN-202508-017789,2025-08-01,AC-VB-0307,WL-01379,VB-0307,Vessbank,NON_COMM_MONTHLY,MONTHLY_MOORAGE,32,1,32,10.4,332.8,42.73,375.53,PAID,2025-08-15,2025-08-21,
TXN-202508-017790,2025-08-01,AC-VB-0307,WL-01379,VB-0307,Vessbank,NON_COMM_MONTHLY,ELECTRICITY,,,,,138.16,17.74,155.9,PAID,2025-08-15,2025-08-21,metered
TXN-202508-017838,2025-08-01,AC-VB-0308,WL-03564,VB-0308,Vessbank,NON_COMM_MONTHLY,MONTHLY_MOORAGE,42,1,42,10.4,436.8,56.09,492.89,LATE,2025-08-15,,
TXN-202508-017884,2025-08-01,AC-VB-0309,WL-02656,VB-0309,Vessbank,NON_COMM_MONTHLY,MONTHLY_MOORAGE,36,1,36,10.4,374.4,48.07,422.47,PAID,2025-08-15,2025-08-22,
TXN-202508-017947,2025-08-01,AC-VB-0310,WL-03313,VB-0310,Vessbank,NON_COMM_MONTHLY,MONTHLY_MOORAGE,39,1,39,10.4,405.6,52.08,457.68,PAID,2025-08-15,2025-08-13,
TXN-202508-017948,2025-08-01,AC-VB-0310,WL-03313,VB-0310,Vessbank,NON_COMM_MONTHLY,ELECTRICITY,,,,,95.15,12.22,107.37,PAID,2025-08-15,2025-08-13,metered
TXN-202508-018000,2025-08-01,AC-VB-0311,WL-01760,VB-0311,Vessbank,NON_COMM_MONTHLY,MONTHLY_MOORAGE,47,1,47,10.4,488.8,62.76,551.56,PAID,2025-08-15,2025-08-23,
