amendment_id,amendment_ts,applicant_id,field_code,field_label,old_value,new_value,workstation_id,source_document,requires_cert,counter_log_ref,notes
AMD-001845,2025-10-24,WL-01223,VESSEL_TYPE,Vessel Type,SAIL_MONO,STEEL,HB-COUNTER-2,insurance decl page,N,day log 2025-10-24,
AMD-001846,2025-10-25,WL-01234,BEAM,Beam (Width),13.5,12.9,HB-COUNTER-2,MC-2025-0473,Y,day log 2025-10-25,
AMD-001847,2025-10-25,WL-02629,BUILD_LOCATION,Build Location / Yard,US,POWER_INBOARD,HB-COUNTER-2,owner declaration at counter,N,day log 2025-10-25,
AMD-001848,2025-10-25,WL-02972,BUILD_LOCATION,Build Location / Yard,FIBERGLASS,HOUSEBOAT,HB-COUNTER-2,,N,day log 2025-10-25,
AMD-001849,2025-10-25,WL-02506,OFFICIAL_NUM,Official Number / Registration,948965,199470,HB-COUNTER-2,bill of sale,N,day log 2025-10-25,
AMD-001850,2025-10-26,WL-02751,NET_TONNAGE,Net Tonnage (NT),6.8,7.1,HB-COUNTER-2,MC-2025-0394,Y,day log 2025-10-26,
AMD-001851,2025-10-26,WL-02058,OFFICIAL_NUM,Official Number / Registration,138193,620297,HB-COUNTER-2,,N,day log 2025-10-26,
AMD-001852,2025-10-26,WL-01995,LOA,Length Overall (LOA),43.6,46.0,HB-COUNTER-2,Foldview Marine Services haul-out sheet 2022-12-09,Y,day log 2025-10-26,
AMD-001853,2025-10-27,WL-02961,YEAR_BUILT,Year Built,2007,2007,HB-COUNTER-2,insurance decl page,N,day log 2025-10-27,
AMD-001854,2025-10-27,WL-02043,DRAFT,Draft (Depth),5.0,5.1,HB-COUNTER-2,MC-2025-0693,Y,day log 2025-10-27,
AMD-001855,2025-10-28,WL-02028,OWNER_ADDRESS,Owner Address,"5175 Lara Mall, Olympia, WA","6187 Christina Glens, Olympia, WA",HB-COUNTER-2,driver's license,N,day log 2025-10-28,
AMD-001856,2025-10-28,WL-01812,OWNER_ADDRESS,Owner Address,"5165 Philip Mountains, Everett, WA","4974 Tiffany Divide, Port Angeles, WA",HB-COUNTER-2,driver's license,N,day log 2025-10-28,
AMD-001857,2025-10-29,WL-01856,VESSEL_NAME,Vessel Name,HERON LIGHT,SCOTER GLIDE,HB-COUNTER-2,driver's license,N,day log 2025-10-29,
AMD-001858,2025-10-30,WL-02802,DRAFT,Draft (Depth),7.5,7.4,HB-COUNTER-2,,Y,day log 2025-10-30,
AMD-001859,2025-10-30,WL-02085,LOA,Length Overall (LOA),48.6,49.0,HB-COUNTER-2,,Y,day log 2025-10-30,
AMD-001860,2025-10-30,WL-01902,VESSEL_NAME,Vessel Name,POINT ROCK,SCOTER WAKE,HB-COUNTER-2,,N,day log 2025-10-30,
AMD-001861,2025-10-30,WL-02978,LOA,Length Overall (LOA),53.2,50.3,HB-COUNTER-2,MC-2025-0439,Y,day log 2025-10-30,
AMD-001862,2025-10-30,WL-01975,YEAR_BUILT,Year Built,2013,2013,HB-COUNTER-2,insurance decl page,N,day log 2025-10-30,
AMD-001863,2025-10-31,WL-01800,OFFICIAL_NUM,Official Number / Registration,515526,355551,HB-COUNTER-2,bill of sale,N,day log 2025-10-31,
AMD-001864,2025-11-01,WL-01184,DRAFT,Draft (Depth),5.6,5.2,HB-COUNTER-2,MC-2025-0405,Y,day log 2025-11-01,
AMD-001865,2025-11-01,WL-01196,BUILD_LOCATION,Build Location / Yard,ELECTRIC,SPORTFISH,HB-COUNTER-2,registration,N,day log 2025-11-01,
AMD-001866,2025-11-01,WL-03887,LOA,Length Overall (LOA),46.5,48.0,HB-COUNTER-2,MC-2025-0186,Y,day log 2025-11-01,
AMD-001867,2025-11-01,WL-02620,VESSEL_NAME,Vessel Name,OSPREY QUEEN,PETREL SOUND,HB-COUNTER-2,driver's license,N,day log 2025-11-01,
AMD-001868,2025-11-02,WL-02923,VESSEL_NAME,Vessel Name,SALISH LINE,DRIFT WIND,HB-COUNTER-2,owner declaration at counter,N,day log 2025-11-02,
AMD-001869,2025-11-02,WL-03304,PROPULSION_TYPE,Propulsion Type,HOUSEBOAT,FIBERGLASS,HB-COUNTER-2,bill of sale,N,day log 2025-11-02,
AMD-001870,2025-11-02,WL-03063,ENGINE_HP,Engine Horsepower,375,210,HB-COUNTER-2,owner declaration at counter,N,day log 2025-11-02,
AMD-001871,2025-11-02,WL-02829,YEAR_BUILT,Year Built,2013,2013,HB-COUNTER-2,driver's license,N,day log 2025-11-02,
AMD-001872,2025-11-03,WL-02752,VESSEL_NAME,Vessel Name,BRANT REACH,KESTREL WIND,HB-COUNTER-2,insurance decl page,N,day log 2025-11-03,
AMD-001873,2025-11-03,WL-01994,VESSEL_NAME,Vessel Name,WIDGEON PASSAGE,OTTER ANN,HB-COUNTER-2,owner declaration at counter,N,day log 2025-11-03,
AMD-001874,2025-11-03,WL-02968,BUILD_LOCATION,Build Location / Yard,FOAM_CORE,US,HB-COUNTER-2,bill of sale,N,day log 2025-11-03,
AMD-001875,2025-11-05,WL-01358,ENGINE_HP,Engine Horsepower,150,330,HB-COUNTER-2,owner declaration at counter,N,day log 2025-11-05,
AMD-001876,2025-11-06,WL-03294,ENGINE_MAKE,Engine Make / Model,US,FIBERGLASS,HB-COUNTER-2,,N,day log 2025-11-06,
AMD-001877,2025-11-07,WL-03641,HIN,Hull Identification Number,CHD29902Y808,CHD61910K572,HB-COUNTER-2,registration,N,day log 2025-11-07,
AMD-001878,2025-11-08,WL-02377,BEAM,Beam (Width),8.6,7.8,HB-COUNTER-2,Foldview Marine Services haul-out sheet 2024-07-18,Y,day log 2025-11-08,
AMD-001879,2025-11-10,WL-02073,GROSS_TONNAGE,Gross Tonnage (GT),22.7,22.8,HB-COUNTER-2,Foldview Marine Services haul-out sheet 2025-05-19,Y,day log 2025-11-10,
AMD-001880,2025-11-10,WL-03332,HULL_MATERIAL,Hull Material,FOAM_CORE,SAIL_MONO,HB-COUNTER-2,insurance decl page,N,day log 2025-11-10,
AMD-001881,2025-11-10,WL-01055,OFFICIAL_NUM,Official Number / Registration,475596,984687,HB-COUNTER-2,bill of sale,N,day log 2025-11-10,
AMD-001882,2025-11-11,WL-02110,ENGINE_MAKE,Engine Make / Model,WOOD,FIBERGLASS,HB-COUNTER-2,driver's license,N,day log 2025-11-11,
AMD-001883,2025-11-12,WL-01947,LOA,Length Overall (LOA),34.8,37.3,HB-COUNTER-2,MC-2025-0337,Y,day log 2025-11-12,
AMD-001884,2025-11-12,WL-02955,LOA,Length Overall (LOA),26.7,24.0,HB-COUNTER-2,Foldview Marine Services haul-out sheet 2025-06-28,Y,day log 2025-11-12,
AMD-001885,2025-11-12,WL-03874,BUILD_LOCATION,Build Location / Yard,US,CA,HB-COUNTER-2,insurance decl page,N,day log 2025-11-12,
AMD-001886,2025-11-12,WL-03082,OWNER_ADDRESS,Owner Address,"9623 Ryan Ranch, Portland, OR","2579 Brooks Loaf, Bellingham, WA",HB-COUNTER-2,registration,N,day log 2025-11-12,
AMD-001887,2025-11-12,WL-02831,BUILD_LOCATION,Build Location / Yard,CRUISER,CA,HB-COUNTER-2,insurance decl page,N,day log 2025-11-12,
AMD-001888,2025-11-14,WL-01003,ENGINE_HP,Engine Horsepower,210,375,HB-COUNTER-2,bill of sale,N,day log 2025-11-14,
AMD-001889,2025-11-15,WL-02128,LOA,Length Overall (LOA),45.2,44.2,HB-COUNTER-2,MC-2025-0562,Y,day log 2025-11-15,
AMD-001890,2025-11-16,WL-03372,VESSEL_NAME,Vessel Name,GRAY LIGHT,PINTAIL BAY,HB-COUNTER-2,,N,day log 2025-11-16,
AMD-001891,2025-11-17,WL-01077,LOA,Length Overall (LOA),32.7,32.1,HB-COUNTER-2,Foldview Marine Services haul-out sheet 2024-07-18,Y,day log 2025-11-17,
AMD-001892,2025-11-19,WL-02624,NET_TONNAGE,Net Tonnage (NT),10.6,10.7,HB-COUNTER-2,Foldview Marine Services haul-out sheet 2023-06-20,Y,day log 2025-11-19,
AMD-001893,2025-11-19,WL-03223,FLAG,Flag State,HOUSEBOAT,CRUISER,HB-COUNTER-2,insurance decl page,N,day log 2025-11-19,
AMD-001894,2025-11-19,WL-01037,GROSS_TONNAGE,Gross Tonnage (GT),22.4,23.2,HB-COUNTER-2,MC-2025-0143,Y,day log 2025-11-19,
AMD-001895,2025-11-20,WL-03775,DRAFT,Draft (Depth),6.3,5.8,HB-COUNTER-2,MC-2025-0339,Y,day log 2025-11-20,
AMD-001896,2025-11-21,WL-01429,ENGINE_MAKE,Engine Make / Model,COMMERCIAL_FISH,SAIL_MULTI,HB-COUNTER-2,registration,N,day log 2025-11-21,
AMD-001897,2025-11-22,WL-02870,FLAG,Flag State,US,TRAWLER,HB-COUNTER-2,bill of sale,N,day log 2025-11-22,
AMD-001898,2025-11-23,WL-01028,VESSEL_TYPE,Vessel Type,ALUMINUM,POWER_OUTBOARD,HB-COUNTER-2,,N,day log 2025-11-23,
AMD-001899,2025-11-23,WL-01534,LOA,Length Overall (LOA),29.9,30.2,HB-COUNTER-2,Foldview Marine Services haul-out sheet 2024-08-20,Y,day log 2025-11-23,
AMD-001900,2025-11-24,WL-02633,ENGINE_HP,Engine Horsepower,375,85,HB-COUNTER-2,bill of sale,N,day log 2025-11-24,
AMD-001901,2025-11-24,WL-03705,BUILD_LOCATION,Build Location / Yard,WOOD,CA,HB-COUNTER-2,insurance decl page,N,day log 2025-11-24,
AMD-001902,2025-11-25,WL-01439,OWNER_ADDRESS,Owner Address,"1427 Jesse Union, Coos Bay, OR","604 Allison Crescent, Newport, OR",HB-COUNTER-2,,N,day log 2025-11-25,
AMD-001903,2025-11-26,WL-02874,HIN,Hull Identification Number,CHD95480R533,CHD89299C318,HB-COUNTER-2,insurance decl page,N,day log 2025-11-26,
AMD-001904,2025-11-27,WL-01210,BUILD_LOCATION,Build Location / Yard,POWER_INBOARD,POWER_STERNDRIVE,HB-COUNTER-2,registration,N,day log 2025-11-27,
AMD-001905,2025-11-27,WL-01169,HIN,Hull Identification Number,CHD72639J459,CHD14779I845,HB-COUNTER-2,bill of sale,N,day log 2025-11-27,
AMD-001906,2025-11-29,WL-03449,OWNER_ADDRESS,Owner Address,"6270 Anthony Cliffs, Newport, OR","7808 Joshua Camp, Chaldale, WA",HB-COUNTER-2,,N,day log 2025-11-29,
AMD-001907,2025-11-30,WL-03566,NET_TONNAGE,Net Tonnage (NT),28.7,30.1,HB-COUNTER-2,MC-2025-0691,Y,day log 2025-11-30,
AMD-001908,2025-12-02,WL-02818,VESSEL_NAME,Vessel Name,HERON RUNNER,SEAL SOUND,HB-COUNTER-2,driver's license,N,day log 2025-12-02,
AMD-001909,2025-12-02,WL-03082,HIN,Hull Identification Number,CHD83534K288,CHD92151V497,HB-COUNTER-2,driver's license,N,day log 2025-12-02,
AMD-001910,2025-12-02,WL-01938,VESSEL_NAME,Vessel Name,OSPREY ANN,SABLE VEER,HB-COUNTER-2,registration,N,day log 2025-12-02,
AMD-001911,2025-12-02,WL-01624,PROPULSION_TYPE,Propulsion Type,FIBERGLASS,WOOD,HB-COUNTER-2,bill of sale,N,day log 2025-12-02,
AMD-001912,2025-12-03,WL-02406,NET_TONNAGE,Net Tonnage (NT),9.8,9.5,HB-COUNTER-2,,Y,day log 2025-12-03,
AMD-001913,2025-12-03,WL-01154,DRAFT,Draft (Depth),6.1,5.6,HB-COUNTER-2,MC-2025-0625,Y,day log 2025-12-03,
AMD-001914,2025-12-04,WL-01997,NET_TONNAGE,Net Tonnage (NT),39.1,38.1,HB-COUNTER-2,Foldview Marine Services haul-out sheet 2024-07-12,Y,day log 2025-12-04,
AMD-001915,2025-12-06,WL-01087,VESSEL_NAME,Vessel Name,WIDGEON ROCK,CORMORANT LIGHT,HB-COUNTER-2,driver's license,N,day log 2025-12-06,
AMD-001916,2025-12-06,WL-02111,GROSS_TONNAGE,Gross Tonnage (GT),20.8,21.9,HB-COUNTER-2,MC-2025-0570,Y,day log 2025-12-06,
AMD-001917,2025-12-06,WL-02481,OWNER_ADDRESS,Owner Address,"5088 Ariana Shoal, Chaldale, WA","8883 Danny Gardens, Tacoma, WA",HB-COUNTER-2,owner declaration at counter,N,day log 2025-12-06,
AMD-001918,2025-12-07,WL-01274,ENGINE_HP,Engine Horsepower,250,110,HB-COUNTER-2,bill of sale,N,day log 2025-12-07,
AMD-001919,2025-12-07,WL-03024,BEAM,Beam (Width),9.7,9.5,HB-COUNTER-2,MC-2025-0839,Y,day log 2025-12-07,
AMD-001920,2025-12-09,WL-02023,HIN,Hull Identification Number,CHD48217L957,CHD10583E261,HB-COUNTER-2,driver's license,N,day log 2025-12-09,
AMD-001921,2025-12-10,WL-02063,DRAFT,Draft (Depth),5.2,4.6,HB-COUNTER-2,MC-2025-0858,Y,day log 2025-12-10,
AMD-001922,2025-12-11,WL-02396,HIN,Hull Identification Number,CHD76597I549,CHD75745U699,HB-COUNTER-2,registration,N,day log 2025-12-11,
AMD-001923,2025-12-11,WL-03015,ENGINE_MAKE,Engine Make / Model,POWER_INBOARD,POWER_INBOARD,HB-COUNTER-2,registration,N,day log 2025-12-11,
AMD-001924,2025-12-11,WL-01145,NET_TONNAGE,Net Tonnage (NT),17.4,16.3,HB-COUNTER-2,MC-2025-0390,Y,day log 2025-12-11,
AMD-001925,2025-12-12,WL-03718,OFFICIAL_NUM,Official Number / Registration,592749,453026,HB-COUNTER-2,driver's license,N,day log 2025-12-12,
AMD-001926,2025-12-12,WL-02883,ENGINE_HP,Engine Horsepower,110,85,HB-COUNTER-2,owner declaration at counter,N,day log 2025-12-12,
AMD-001927,2025-12-13,WL-01270,NET_TONNAGE,Net Tonnage (NT),17.5,16.7,HB-COUNTER-2,MC-2025-0398,Y,day log 2025-12-13,
AMD-001928,2025-12-14,WL-01549,GROSS_TONNAGE,Gross Tonnage (GT),38.2,38.6,HB-COUNTER-2,Foldview Marine Services haul-out sheet 2022-09-27,Y,day log 2025-12-14,
AMD-001929,2025-12-14,WL-03787,LOA,Length Overall (LOA),48.4,51.0,HB-COUNTER-2,Foldview Marine Services haul-out sheet 2025-09-25,Y,day log 2025-12-14,
AMD-001930,2025-12-16,WL-01303,YEAR_BUILT,Year Built,1995,1995,HB-COUNTER-2,insurance decl page,N,day log 2025-12-16,
AMD-001931,2025-12-17,WL-02444,PROPULSION_TYPE,Propulsion Type,FIBERGLASS,COMMERCIAL_FISH,HB-COUNTER-2,insurance decl page,N,day log 2025-12-17,
AMD-001932,2025-12-17,WL-01613,OWNER_NAME,Owner Name,COMMERCIAL_FISH,SAIL_MONO,HB-COUNTER-2,,N,day log 2025-12-17,
AMD-001933,2025-12-18,WL-01298,FLAG,Flag State,POWER_OUTBOARD,POWER_INBOARD,HB-COUNTER-2,,N,day log 2025-12-18,
AMD-001934,2025-12-20,WL-01225,VESSEL_NAME,Vessel Name,ANCHOR HARBOR,KESTREL SOUND,HB-COUNTER-2,insurance decl page,N,day log 2025-12-20,
AMD-001935,2025-12-21,WL-02521,OWNER_NAME,Owner Name,FIBERGLASS,FIBERGLASS,HB-COUNTER-2,owner declaration at counter,N,day log 2025-12-21,
AMD-001936,2025-12-22,WL-03456,VESSEL_TYPE,Vessel Type,STEEL,US,HB-COUNTER-2,registration,N,day log 2025-12-22,
AMD-001937,2025-12-22,WL-02931,BEAM,Beam (Width),9.5,9.4,HB-COUNTER-2,MC-2025-0712,Y,day log 2025-12-22,
AMD-001938,2025-12-22,WL-02004,OWNER_NAME,Owner Name,COMMERCIAL_FISH,ALUMINUM,HB-COUNTER-2,driver's license,N,day log 2025-12-22,
AMD-001939,2025-12-23,WL-03307,HIN,Hull Identification Number,CHD44041K775,CHD84740Q788,HB-COUNTER-2,bill of sale,N,day log 2025-12-23,
AMD-001940,2025-12-23,WL-01511,VESSEL_TYPE,Vessel Type,CRUISER,CA,HB-COUNTER-2,,N,day log 2025-12-23,
AMD-001941,2025-12-25,WL-01393,HIN,Hull Identification Number,CHD46585B212,CHD27311S760,HB-COUNTER-2,owner declaration at counter,N,day log 2025-12-25,
AMD-001942,2025-12-25,WL-02590,HIN,Hull Identification Number,CHD27340W440,CHD79221V367,HB-COUNTER-2,owner declaration at counter,N,day log 2025-12-25,
AMD-001943,2025-12-26,WL-01025,VESSEL_NAME,Vessel Name,KESTREL HARBOR,OSPREY ROSE,HB-COUNTER-2,owner declaration at counter,N,day log 2025-12-26,
AMD-001944,2025-12-27,WL-02484,HIN,Hull Identification Number,CHD26819X642,CHD40158O708,HB-COUNTER-2,bill of sale,N,day log 2025-12-27,
AMD-001945,2025-12-27,WL-03026,HULL_MATERIAL,Hull Material,FIBERGLASS,CRUISER,HB-COUNTER-2,driver's license,N,day log 2025-12-27,
AMD-001946,2025-12-27,WL-01691,HIN,Hull Identification Number,CHD81721T438,CHD29266J155,HB-COUNTER-2,bill of sale,N,day log 2025-12-27,
AMD-001947,2025-12-28,WL-02957,VESSEL_NAME,Vessel Name,SPINDRIFT SHORE,WIDGEON WAKE,HB-COUNTER-2,registration,N,day log 2025-12-28,
AMD-001948,2025-12-28,WL-02463,BEAM,Beam (Width),15.9,16.2,HB-COUNTER-2,Foldview Marine Services haul-out sheet 2023-06-18,Y,day log 2025-12-28,
AMD-001949,2025-12-29,WL-03720,DRAFT,Draft (Depth),6.2,6.5,HB-COUNTER-2,MC-2025-0736,Y,day log 2025-12-29,
AMD-001950,2025-12-29,WL-01569,LOA,Length Overall (LOA),42.4,44.1,HB-COUNTER-2,MC-2025-0994,Y,day log 2025-12-29,
AMD-001951,2025-12-29,WL-03120,ENGINE_HP,Engine Horsepower,110,375,HB-COUNTER-2,registration,N,day log 2025-12-29,
AMD-001952,2025-12-31,WL-02561,OWNER_ADDRESS,Owner Address,"6974 Lisa Stream, Bremerton, WA","5347 Scott Harbor, Seattle, WA",HB-COUNTER-2,,N,day log 2025-12-31,
AMD-001953,2026-01-01,WL-01494,BUILD_LOCATION,Build Location / Yard,HOUSEBOAT,STEEL,HB-COUNTER-2,,N,day log 2026-01-01,
AMD-001954,2026-01-02,WL-03482,BEAM,Beam (Width),12.6,13.3,HB-COUNTER-2,Foldview Marine Services haul-out sheet 2023-01-13,Y,day log 2026-01-02,
AMD-001955,2026-01-03,WL-01820,ENGINE_HP,Engine Horsepower,85,375,HB-COUNTER-2,driver's license,N,day log 2026-01-03,
AMD-001956,2026-01-04,WL-01484,LOA,Length Overall (LOA),49.0,49.8,HB-COUNTER-2,,Y,day log 2026-01-04,
AMD-001957,2026-01-05,WL-03475,LOA,Length Overall (LOA),40.2,37.5,HB-COUNTER-2,MC-2026-0974,Y,day log 2026-01-05,
AMD-001958,2026-01-07,WL-03252,NET_TONNAGE,Net Tonnage (NT),12.1,11.0,HB-COUNTER-2,MC-2026-0982,Y,day log 2026-01-07,
AMD-001959,2026-01-07,WL-02445,YEAR_BUILT,Year Built,1993,1993,HB-COUNTER-2,,N,day log 2026-01-07,
AMD-001960,2026-01-07,WL-02939,OFFICIAL_NUM,Official Number / Registration,442222,502871,HB-COUNTER-2,registration,N,day log 2026-01-07,
AMD-001961,2026-01-07,WL-03552,GROSS_TONNAGE,Gross Tonnage (GT),24.7,25.1,HB-COUNTER-2,Foldview Marine Services haul-out sheet 2023-04-24,Y,day log 2026-01-07,
AMD-001962,2026-01-09,WL-03532,VESSEL_NAME,Vessel Name,SANDERLING LINE,WIDGEON ROCK,HB-COUNTER-2,owner declaration at counter,N,day log 2026-01-09,
AMD-001963,2026-01-10,WL-01750,OFFICIAL_NUM,Official Number / Registration,905822,427323,HB-COUNTER-2,owner declaration at counter,N,day log 2026-01-10,
AMD-001964,2026-01-10,WL-02804,OWNER_NAME,Owner Name,TRAWLER,US,HB-COUNTER-2,owner declaration at counter,N,day log 2026-01-10,
AMD-001965,2026-01-11,WL-03079,BUILD_LOCATION,Build Location / Yard,SAIL_MULTI,TRAWLER,HB-COUNTER-2,driver's license,N,day log 2026-01-11,
AMD-001966,2026-01-11,WL-01611,VESSEL_NAME,Vessel Name,KESTREL MOON,TIDE BAY,HB-COUNTER-2,owner declaration at counter,N,day log 2026-01-11,
AMD-001967,2026-01-11,WL-02248,GROSS_TONNAGE,Gross Tonnage (GT),20.8,19.0,HB-COUNTER-2,Foldview Marine Services haul-out sheet 2024-01-14,Y,day log 2026-01-11,
AMD-001968,2026-01-13,WL-02074,ENGINE_MAKE,Engine Make / Model,COMMERCIAL_FISH,FIBERGLASS,HB-COUNTER-2,owner declaration at counter,N,day log 2026-01-13,
AMD-001969,2026-01-15,WL-02661,BEAM,Beam (Width),14.4,14.3,HB-COUNTER-2,MC-2026-0673,Y,day log 2026-01-15,
AMD-001970,2026-01-16,WL-02339,VESSEL_NAME,Vessel Name,HERON LINE,ANCHOR BAY,HB-COUNTER-2,driver's license,N,day log 2026-01-16,
AMD-001971,2026-01-18,WL-03260,BEAM,Beam (Width),10.0,10.7,HB-COUNTER-2,Foldview Marine Services haul-out sheet 2025-10-14,Y,day log 2026-01-18,
AMD-001972,2026-01-19,WL-03517,HIN,Hull Identification Number,CHD69560B238,CHD73159D679,HB-COUNTER-2,driver's license,N,day log 2026-01-19,
AMD-001973,2026-01-19,WL-03033,DRAFT,Draft (Depth),5.1,5.5,HB-COUNTER-2,Foldview Marine Services haul-out sheet 2023-04-20,Y,day log 2026-01-19,
AMD-001974,2026-01-20,WL-02458,FLAG,Flag State,POWER_INBOARD,FIBERGLASS,HB-COUNTER-2,driver's license,N,day log 2026-01-20,
AMD-001975,2026-01-21,WL-01752,HIN,Hull Identification Number,CHD47947L154,CHD53141B710,HB-COUNTER-2,bill of sale,N,day log 2026-01-21,
AMD-001976,2026-01-22,WL-01201,GROSS_TONNAGE,Gross Tonnage (GT),25.6,26.5,HB-COUNTER-2,,Y,day log 2026-01-22,
AMD-001977,2026-01-23,WL-02679,DRAFT,Draft (Depth),7.5,7.0,HB-COUNTER-2,MC-2026-0265,Y,day log 2026-01-23,
AMD-001978,2026-01-24,WL-03468,LOA,Length Overall (LOA),30.3,27.7,HB-COUNTER-2,,Y,day log 2026-01-24,
AMD-001979,2026-01-24,WL-01459,VESSEL_TYPE,Vessel Type,POWER_STERNDRIVE,SAIL_MONO,HB-COUNTER-2,driver's license,N,day log 2026-01-24,
AMD-001980,2026-01-25,WL-02245,LOA,Length Overall (LOA),53.4,54.0,HB-COUNTER-2,Foldview Marine Services haul-out sheet 2022-10-24,Y,day log 2026-01-25,
AMD-001981,2026-01-27,WL-01535,ENGINE_HP,Engine Horsepower,150,375,HB-COUNTER-2,,N,day log 2026-01-27,
AMD-001982,2026-01-27,WL-03045,LOA,Length Overall (LOA),32.9,35.5,HB-COUNTER-2,,Y,day log 2026-01-27,
AMD-001983,2026-01-27,WL-03716,LOA,Length Overall (LOA),51.2,53.5,HB-COUNTER-2,Foldview Marine Services haul-out sheet 2024-06-24,Y,day log 2026-01-27,
AMD-001984,2026-01-28,WL-02315,HULL_MATERIAL,Hull Material,STEEL,FIBERGLASS,HB-COUNTER-2,owner declaration at counter,N,day log 2026-01-28,
AMD-001985,2026-01-30,WL-01546,OFFICIAL_NUM,Official Number / Registration,220388,144626,HB-COUNTER-2,driver's license,N,day log 2026-01-30,
AMD-001986,2026-01-30,WL-01906,ENGINE_MAKE,Engine Make / Model,US,SAIL_MULTI,HB-COUNTER-2,insurance decl page,N,day log 2026-01-30,
AMD-001987,2026-01-30,WL-03857,OWNER_NAME,Owner Name,SAIL_MONO,US,HB-COUNTER-2,,N,day log 2026-01-30,
AMD-001988,2026-01-30,WL-02629,DRAFT,Draft (Depth),6.2,6.6,HB-COUNTER-2,,Y,day log 2026-01-30,
AMD-001989,2026-02-01,WL-03633,HULL_MATERIAL,Hull Material,US,SPORTFISH,HB-COUNTER-2,,N,day log 2026-02-01,
AMD-001990,2026-02-01,WL-03846,OWNER_ADDRESS,Owner Address,"5533 Dominique Isle, Newport, OR","6081 Neil Ports, Tacoma, WA",HB-COUNTER-2,bill of sale,N,day log 2026-02-01,
AMD-001991,2026-02-01,WL-03570,ENGINE_HP,Engine Horsepower,330,210,HB-COUNTER-2,registration,N,day log 2026-02-01,
AMD-001992,2026-02-01,WL-02266,YEAR_BUILT,Year Built,1993,1993,HB-COUNTER-2,owner declaration at counter,N,day log 2026-02-01,
AMD-001993,2026-02-02,WL-01327,OWNER_NAME,Owner Name,ELECTRIC,SAIL_MONO,HB-COUNTER-2,driver's license,N,day log 2026-02-02,
AMD-001994,2026-02-03,WL-01736,OWNER_NAME,Owner Name,POWER_OUTBOARD,ALUMINUM,HB-COUNTER-2,registration,N,day log 2026-02-03,
AMD-001995,2026-02-04,WL-02902,YEAR_BUILT,Year Built,2010,2010,HB-COUNTER-2,,N,day log 2026-02-04,
AMD-001996,2026-02-06,WL-03341,GROSS_TONNAGE,Gross Tonnage (GT),23.8,25.4,HB-COUNTER-2,,Y,day log 2026-02-06,
AMD-001997,2026-02-06,WL-02724,DRAFT,Draft (Depth),6.6,6.3,HB-COUNTER-2,Foldview Marine Services haul-out sheet 2025-12-26,Y,day log 2026-02-06,
AMD-001998,2026-02-07,WL-01365,VESSEL_NAME,Vessel Name,FOUL HARBOR,POINT BAY,HB-COUNTER-2,registration,N,day log 2026-02-07,
AMD-001999,2026-02-09,WL-02586,LOA,Length Overall (LOA),46.4,49.3,HB-COUNTER-2,MC-2026-0870,Y,day log 2026-02-09,
AMD-002000,2026-02-09,WL-02699,LOA,Length Overall (LOA),42.6,43.4,HB-COUNTER-2,Foldview Marine Services haul-out sheet 2024-07-08,Y,day log 2026-02-09,
AMD-002001,2026-02-09,WL-01926,OFFICIAL_NUM,Official Number / Registration,397277,885683,HB-COUNTER-2,insurance decl page,N,day log 2026-02-09,
AMD-002002,2026-02-10,WL-02124,NET_TONNAGE,Net Tonnage (NT),11.5,11.7,HB-COUNTER-2,Foldview Marine Services haul-out sheet 2025-09-30,Y,day log 2026-02-10,
AMD-002003,2026-02-11,WL-03312,OWNER_ADDRESS,Owner Address,"78 Marine Dr, Chaldale, WA","1402 Harbor View Rd, Chaldale, WA",HB-COUNTER-2,driver's license,N,day log 2026-02-11,
AMD-002004,2026-02-12,WL-03490,YEAR_BUILT,Year Built,1992,1992,HB-COUNTER-2,driver's license,N,day log 2026-02-12,
AMD-002005,2026-02-13,WL-03005,DRAFT,Draft (Depth),4.7,5.2,HB-COUNTER-2,MC-2026-0595,Y,day log 2026-02-13,
AMD-002006,2026-02-14,WL-01818,BEAM,Beam (Width),13.7,14.3,HB-COUNTER-2,Foldview Marine Services haul-out sheet 2024-12-27,Y,day log 2026-02-14,
AMD-002007,2026-02-14,WL-02931,GROSS_TONNAGE,Gross Tonnage (GT),23.5,22.2,HB-COUNTER-2,MC-2026-0454,Y,day log 2026-02-14,
AMD-002008,2026-02-15,WL-01682,VESSEL_NAME,Vessel Name,SABLE VEER,PETREL ROSE,HB-COUNTER-2,owner declaration at counter,N,day log 2026-02-15,
AMD-002009,2026-02-16,WL-01143,VESSEL_NAME,Vessel Name,KESTREL MOON,PETREL QUEEN,HB-COUNTER-2,insurance decl page,N,day log 2026-02-16,
AMD-002010,2026-02-17,WL-02007,DRAFT,Draft (Depth),5.1,5.1,HB-COUNTER-2,,Y,day log 2026-02-17,
AMD-002011,2026-02-17,WL-02475,OWNER_NAME,Owner Name,POWER_OUTBOARD,WOOD,HB-COUNTER-2,registration,N,day log 2026-02-17,
AMD-002012,2026-02-18,WL-01285,FLAG,Flag State,US,SAIL_MONO,HB-COUNTER-2,,N,day log 2026-02-18,
AMD-002013,2026-02-18,WL-03474,LOA,Length Overall (LOA),50.4,51.6,HB-COUNTER-2,Foldview Marine Services haul-out sheet 2025-05-12,Y,day log 2026-02-18,
